"aaln","name","house","birthdate","balance"
"965737",Bruce Conley,G,1984-03-23,20668.0
"115906",Milton Boyer,Hufflepuff,1985-12-28,24003.0
"032327",Elise Montgomery,HUFFLEPUFF,2009-03-31,35746.0
"680366",Bridget Horn,Koldovstoretz,1978-06-27,41628.0
"178859",Natalya Stephenson,badones,1984-01-29,9058.0
"171502",Adan Jacobs,"",1974-10-30,35218.0
"384138",Cohen Pacheco,raven,2007-03-07,49649.0
"140625",Kai Baldwin,SL,1971-06-19,22884.0
"241016",Simone Sanchez,Wampus(Ilvermorny),1979-12-29,24232.0
"896947",Alani Pitts,Hufflepuff,1958-08-23,9930.0
"86501",Scarlet Greene,Ravenclaw,1964-04-27,11690.0
"247636",Madden Howell,G,1978-03-31,35296.0
"393571",Jazmine Sanford,SLYTHERIN,1983-05-08,10890.0
"091831",Jessica Booth,OThers,2012-02-10,45569.0
"954736",Maximilian Vega,GR,1968-09-08,47130.0
"293701",Jocelyn Burnett,Ilvermorny,1961-05-02,3773.0
"03099",Alannah Keller,ravenclaw,1968-02-24,29150.0
"894875",Zayne Strong,Gryffindor,1969-11-03,41938.0
"600516",Bryan Gay,Ravenclaw,2001-03-10,30877.0
"910310",Nia Mcmillan,Beauxbatons,1989-03-01,16337.0
"287063",Jax Leonard,gryffindor,1981-10-20,24135.0
"881853",Sadie Madden,ravenclaw,1985-02-13,21124.0
"651695",Reese Steele,Badgers,1976-05-05,25640.0
"799030",Amira Hudson,Sprout,1993-04-21,41734.0
"849996",Cooper Gomez,Blue,1967-04-08,48522.0
"198328",Hassan Pope,Hufflepuff,1982-11-14,32829.0
"906565",Jakobe Flores,HU,1971-08-29,36356.0
"624677",Kenya Blackburn,G,1959-04-23,24994.0
"133250",Aryanna Burgess,GR,1972-06-12,5238.0
"953484",Adriana Marshall,GR,1994-04-28,42710.0
"02666",Jake Mora,SLYTHERIN,2008-09-14,26735.0
"53122",Case Mata,Durmstrang,1987-11-08,2006.0
"364672",Quentin Washington,S,1966-06-27,21205.0
"521390",Kaylynn Robertson,HUFFLEPUFF,2007-12-14,12105.0
"405071",Nancy Gonzales,gryffindor,1956-04-12,27631.0
"794188",Maliyah Hebert,GR,1955-04-18,24529.0
"93910",Brennen Rosales,Mahoutokoro,1999-09-29,16179.0
"23910",Zara Campos,raven,1987-09-10,20775.0
"186106",Triston Vargas,Gryffindor,1964-02-01,2208.0
"44942",Katherine Kelley,Ilvermorny,1990-09-03,38926.0
"258827",Kingston Tate,GR,2003-11-01,20754.0
"319918",Bruce Stuart,"",1972-07-16,29895.0
"777231",Emmett Mathews,Ravenclaw,1998-06-16,27552.0
"279364",Travis Pope,HUFFLEPUFF,1961-09-28,34931.0
"419597",Zavier Lozano,Yellow,2013-01-31,17879.0
"058616",Chandler Harris,GRYFFINDOR,2014-04-24,10024.0
"764465",Dale Mooney,N/A,1980-03-28,4008.0
"19113",Kole Jefferson,raven,1962-05-02,32207.0
"180522",Thalia Bentley,Mahoutokoro,1964-11-12,47568.0
"864582",Clark Hayes,Gryffindor,1999-12-12,11883.0
"337004",Carissa Callahan,Beauxbatons,2006-03-31,9339.0
"632744",Graham Baker,Gryffindor,1958-11-26,46862.0
"240263",Devin Barron,RAVENCLAW,1983-11-30,43322.0
"203376",Serena Mcfarland,Gr,1997-07-04,4280.0
"992766",Jett Roy,House,1982-07-29,34652.0
"439281",Jaylin Shepard,HU,1992-11-03,34172.0
"884003",Malcolm Holloway,"",1999-03-18,26454.0
"977959",Amira Walters,G,1984-05-26,44983.0
"572482",Freddy Bright,RAVENCLAW,1962-10-19,24712.0
"593565",Felipe Weiss,Gr,2004-09-29,23634.0
"709085",Carley Trevino,SL,1984-07-24,47856.0
"811524",Jaxon Stein,SLYTHERIN,2000-04-17,3407.0
"819809",Francisco Pratt,Green,1990-10-18,8919.0
"684769",Drake Harding,GR,1976-09-16,2049.0
"513265",Kinsley Petersen,Green,2011-06-25,26443.0
"47011",Easton Duran,Hufflepuff,1980-01-17,19590.0
"0646",Finley Dennis,SLYTHERIN,2003-01-21,1162.0
"32151",Linda Mayer,Durmstrang,1978-03-19,25966.0
"067431",Maximo Brewer,Gr,1963-05-09,17959.0
"695860",Bo Franklin,gryfindor,1967-01-19,44034.0
"559204",Derrick Buck,Gr,1987-11-06,43829.0
"527452",Maribel Monroe,Hufflepuff,2011-07-31,41178.0
"576481",Litzy Best,Green,1976-01-15,44538.0
"999425",Jimena Hughes,HUflepluff,2008-07-22,37874.0
"839113",Braelyn Hall,Huffle,1991-08-17,19382.0
"367827",Harper Stuart,Flitwick,1965-01-18,21439.0
"141707",Jonas Cardenas,RAVENCLAW,1976-02-22,32399.0
"289487",Craig Davenport,Hufflepuff,2005-03-24,34064.0
"046680",Fabian Maddox,GRYFFINDOR,2001-04-12,40391.0
"288576",Braylon Odonnell,HUFFLEPUFF,1978-08-25,41546.0
"713791",Matteo Sawyer,HU,1998-12-14,5761.0
"837858",Amari Horne,Beauxbatons,2012-02-25,12564.0
"344357",Jamya Reilly,R,2009-04-14,37023.0
"081315",Sydnee Hendricks,RAVENCLAW,2007-06-27,12406.0
"919064",Reginald Bonilla,Ilvermorny,1988-03-30,18265.0
"498514",Nasir Frederick,Hufflepuff,1979-12-16,36483.0
"50921",Tomas Meyer,Slytherin,1988-12-27,9123.0
"784924",Reece Malone,SLYTHERIN,2004-12-14,16339.0
"923059",Ronan English,SLYTHERIN,1985-02-11,33630.0
"675855",Francesca Monroe,GR,1967-08-22,28151.0
"568270",Karla Mcguire,Hufflepuff,1999-07-23,13744.0
"592482",Payton Rodgers,RAVENCLAW,2011-03-16,25376.0
"77857",Annabelle Reed,Ravenclaw,1966-02-13,25884.0
"48248",Kendra Elliott,Green,2002-10-16,41840.0
"815779",Armando Buchanan,Koldovstoretz,1981-02-19,31451.0
"52965",Jackson Ballard,SLYTHERIN,1975-12-19,8011.0
"864397",Thaddeus Levine,Hufflepuff,1977-10-24,19874.0
"364883",Roy Richard,House,1962-01-15,48887.0
"935219",Sharon Ponce,griffindor,1973-12-19,38187.0
"771450",Paige Ford,gryfindor,1988-10-13,11812.0
"670898",Tianna Winters,Beauxbatons,2011-06-27,10618.0
"360209",Shaun Hubbard,SLYTHERIN,2010-03-10,31426.0
"826949",Audrina Meza,Gryffindor,1966-12-02,44321.0
"590760",Levi Rios,RAVENCLAW,1954-08-15,40235.0
"784442",Brenton Faulkner,SL,2006-05-05,33429.0
"86580",Peter Paul,GR,2000-02-03,15047.0
"01948",Alice Kelly,HU,1999-07-04,21069.0
"009679",Carter Andrade,N/A,2007-05-13,41543.0
"729090",Shawn Diaz,RAVENCLAW,1982-04-08,12884.0
"165816",Melody Ibarra,HUFFLE,2013-01-25,12368.0
"731902",Amari Chen,Eagles,1989-06-15,5270.0
"475523",Justice Powell,SLYTHERIN,1985-01-02,24149.0
"687178",Aarav Navarro,RAVENCLAW,1979-10-08,4977.0
"950738",Lucas Richards,Slytherin,1975-10-13,3144.0
"792574",Adalyn Bowman,RAVENCLAW,1958-06-07,1227.0
"453767",Susan Perez,Beauxbatons,1997-06-27,30858.0
"568741",Brycen Meadows,Green,1967-02-11,31846.0
"815111",Sara Hayden,N/A,1971-06-20,48543.0
"925536",Colin Shannon,"",1997-12-14,33313.0
"89150",Declan Villa,Durmstrang,1972-10-25,7665.0
"391142",Theresa Weeks,.,1968-12-22,37944.0
"486358",Abby Roberson,HUFFLE,1964-02-24,9416.0
"631588",Terrell Mendoza,"",1960-12-03,23142.0
"70840",Corey Valentine,Ravenclaw,2012-01-14,18058.0
"001809",Chelsea Mann,Gryffindor,2001-07-17,38855.0
"162235",Haylee Bryant,"",2011-04-22,30553.0
"638531",Laney Gamble,Badgers,1994-02-18,41317.0
"613946",Alivia Parrish,Gryffindor,1966-10-12,34948.0
"83762",Lizbeth Weiss,gryffindor,1968-11-09,37346.0
"708312",Ryan Villegas,SL,1959-12-17,8235.0
"029789",Arielle Chase,Slytherin,2009-04-05,33521.0
"91550",Araceli Sullivan,HU,1974-12-22,5627.0
"257084",Byron Figueroa,Ravenclaw,1996-09-19,48225.0
"438821",Yuliana Mclaughlin,Red,1969-07-11,6220.0
"752569",Autumn Spears,Ravenclaw,1973-09-15,32623.0
"213120",Felix Combs,SLYTHERIN,2012-04-23,39746.0
"365069",Rodrigo Christian,Slytherin,1955-11-11,25424.0
"68463",Yosef Peters,RAVENCLAW,2007-04-13,11797.0
"012135",Iris Holland,"",1989-12-30,22053.0
"938190",Jamal Shepard,Green,1985-02-18,3648.0
"789422",Davion Carlson,RAVENCLAW,1962-01-26,21002.0
"823070",Kaleb Roy,Sprout,1967-08-11,31879.0
"997365",Kirsten Gentry,HUFFLE,2008-12-27,11315.0
"847862",Franklin May,SLYTHERIN,2004-03-16,12783.0
"123102",Morgan Ramirez,Beauxbatons,1955-11-18,27549.0
"454162",Aedan Valdez,raven,1963-09-28,31717.0
"623920",Cynthia Stark,Hufflepuff,1991-07-29,24595.0
"587657",Hadassah Dodson,Durmstrang,1957-05-29,12920.0
"046578",Ivan Mayer,GRYFFINDOR,1975-10-15,17148.0
"349837",Kaleigh Schroeder,.,1993-01-03,29603.0
"420525",Anastasia Mccarty,RA,2011-05-05,39535.0
"203221",Logan Pittman,Slyth,1981-10-06,27450.0
"272435",Santos Davies,SLYTHERIN,1962-04-29,35554.0
"640475",Antony Pope,"",1959-01-14,16149.0
"606261",Sheldon Byrd,RA,2013-08-08,41016.0
"196076",Tiffany Irwin,Huffle,1997-05-01,21098.0
"987873",Adriana May,"",1955-11-24,145.0
"60071",Janae Blanchard,HUFFLEPUFF,1983-04-07,17059.0
"040969",Vaughn Horn,HUFFLEPUFF,2005-03-25,24631.0
"77816",Odin Dyer,Hufflepuff,2008-09-02,39971.0
"124545",Jaslene Clay,.,1983-07-29,13632.0
"867983",Jaydan Torres,raven,1985-08-22,16562.0
"334401",Beatrice Mullins,Hufflepuff,1991-02-14,347.0
"385199",Phoenix Schmidt,Flitwick,1994-06-16,6470.0
"497408",Salvador Craig,SL,1999-08-12,8060.0
"037670",Karlee Young,Hufflepuff,1968-11-12,2751.0
"805173",Mathew Velasquez,Gryffindor,1963-07-19,23844.0
"89914",Cale Watkins,Beauxbatons,1956-11-16,36260.0
"179328",Tanya Ryan,Mahoutokoro,2009-07-31,42753.0
"521212",Brendan Meadows,Yellow,1962-10-31,31018.0
"379337",Skylar Coffey,N/A,1977-01-12,29120.0
"549790",Carmen Parks,Gryffindor,1992-02-06,44579.0
"772420",Willow Rangel,Ravenclaw,2010-03-15,20979.0
"289020",Melanie Aguirre,Hufflepuff,2000-03-08,26060.0
"93325",Keshawn Mercado,Green,1979-03-24,3122.0
"271079",King Cameron,Castelobruxo,1972-01-23,3244.0
"398662",Lukas Rowe,Gryffindor,1973-02-21,31.0
"788047",Deegan Shields,Gr,1956-06-11,21954.0
"729352",Kenley Butler,Jigglypuff,1957-07-26,29082.0
"287258",Miguel Pineda,Ravenclaw,1993-05-25,44518.0
"147751",Judah Bartlett,HUflepluff,1984-10-31,14678.0
"740504",Jazmyn Neal,SLYTHERIN,2002-07-12,41026.0
"324023",Valerie Webb,SL,2011-10-01,40630.0
"260709",Aidan Colon,GR,2009-06-02,29655.0
"140458",Francesca Dunn,Ravenclaw,2008-04-29,33945.0
"244010",Adolfo Gilbert,Durmstrang,2009-03-31,9533.0
"153597",Savannah Ochoa,Durmstrang,1964-06-10,11336.0
"463819",Charity Rice,RA,1963-08-30,18580.0
"959850",Zariah Craig,Koldovstoretz,2011-05-08,32429.0
"047130",Coleman Simpson,Slytherin,1969-12-17,6705.0
"173434",Kennedi Leon,gryfindor,1986-05-23,43405.0
"621976",Taylor Mcfarland,Hufflepuff,1968-02-03,46018.0
"570306",Savanah Key,"",1988-03-09,7821.0
"531650",Jazmyn Lynch,Gr,1961-01-25,44541.0
"941636",Chaz Fuentes,GRYFFINDOR,1987-08-21,45069.0
"861181",Jax Mayo,gryf,2010-08-26,25701.0
"293847",Sam Briggs,Hufflepuff,1998-10-19,35795.0
"850344",Hugh Snyder,ravenclaw,2007-10-09,5384.0
"039051",Adrien Villanueva,Slytherin,1993-11-18,3593.0
"11994",Vivian Steele,Ravenclaw,1994-10-15,31571.0
"081802",Jaycee Austin,RAVENCLAW,1973-01-14,40206.0
"199850",Ray Ellis,Gryffindor,1980-11-05,6026.0
"149636",Alina Smith,Hufflepuff,1970-06-21,49079.0
"471898",Monica Lawson,RAVENCLAW,1976-04-21,33450.0
"696698",Dax Gill,Durmstrang,1973-09-22,367.0
"703640",Keaton Moon,Ravenclaw,1975-08-15,1156.0
"270447",Terrance Sparks,Slytherin,1957-09-22,12177.0
"366297",Kaitlyn Orr,RAVENCLAW,1999-06-04,45858.0
"196506",Douglas Liu,SLYTHERIN,1981-02-18,48945.0
"21322",Gustavo Marks,N/A,2009-09-20,29034.0
"881108",Christina Cameron,Red,2001-09-12,15991.0
"407575",Colby Tucker,Huffle,2003-12-06,8670.0
"335442",Alexander Meza,G,1987-07-15,34204.0
"281336",Alia Alexander,Gryffindor,1998-06-22,35071.0
"986297",Nickolas Weiss,Slytherin,1986-07-19,16701.0
"876899",Bobby Walsh,Ravenclaw,2001-03-26,40529.0
"046332",Shelby Mcintosh,gryfindor,1983-07-13,36001.0
"891456",Reagan Gross,"",1973-09-26,4427.0
"422627",Katie Norton,HUFFLEPUFF,1964-10-14,18139.0
"969000",Moises Holland,"",1968-09-28,19917.0
"646588",Lea Gould,Beauxbatons,2012-09-12,9041.0
"360148",Patrick Rodgers,SLYTHERIN,2003-09-01,20125.0
"797050",George Poole,Beauxbatons,1954-09-23,25306.0
"711346",Aidan David,S,2011-12-06,2682.0
"565201",Nathanael Mcintyre,Slyth,1970-01-09,22862.0
"392126",Isabel Collier,HUFFLEPUFF,1984-08-25,6538.0
"697500",Alayna Sharp,SL,1963-03-31,8460.0
"507473",Sylvia Garcia,Slytherin,1990-10-26,44688.0
"68083",Alia Frank,G,1963-11-17,31518.0
"940347",Alexa Kennedy,GR,1972-07-15,28528.0
"297205",Rashad Liu,"",1972-03-16,8655.0
"820244",Ace Yang,Slyth,1993-03-16,48475.0
"167348",Trenton Lambert,SL,2012-12-04,25388.0
"728649",Destinee Warren,gryf,1985-12-29,12387.0
"169399",Adrian Donovan,Snape,1958-12-08,37873.0
"921623",Mckinley Owens,SLYTHERIN,2000-09-11,35549.0
"980126",Haven Pope,Hufflepuff,1964-07-29,49454.0
"128114",Marissa Malone,Gr,1957-04-27,49948.0
"903193",Taniya Steele,Slytherin,1978-02-07,2999.0
"019303",Ashley Stafford,SL,1971-04-05,40067.0
"308318",Ernesto Hobbs,Horned Serpent(Ilvermorny),1961-10-07,7284.0
"603103",Tristin Middleton,Ravenclaw,1980-12-28,13477.0
"010597",Branson Simon,HUflepluff,1984-04-01,11843.0
"477527",Elijah Jackson,"",1996-09-17,43315.0
"189131",Dario Middleton,RA,1957-12-04,28590.0
"912854",Tianna Wilkerson,Hufflepuff,2006-08-12,27014.0
"808189",Valentin Medina,Eagles,2010-11-06,36460.0
"711414",Kailee Hanna,badones,1964-09-25,15809.0
"966281",Karina Bradford,R,1961-05-13,9911.0
"733180",Richard Giles,HU,1975-01-24,47681.0
"591945",Anya Diaz,SL,1970-07-04,43016.0
"544919",Laci Santiago,Gryffindor,1960-10-21,21612.0
"095641",Jovanni Mcconnell,Slytherin,1976-08-12,3396.0
"427205",Lydia Bradford,Hufflepuff,2001-05-13,26878.0
"182053",Orion Atkinson,Slytherin,2001-08-06,3044.0
"488859",Cassidy Good,Badgers,1980-01-07,40994.0
"527964",Anastasia Phillips,RAVENCLAW,1966-05-18,30783.0
"104706",Quentin George,Beauxbatons,1974-07-06,33896.0
"149799",Alyssa Benson,HUflepluff,1961-07-15,35082.0
"429963",Gordon Parsons,R,1954-09-23,18663.0
"530709",Sage Clarke,Green,2010-09-01,28372.0
"396846",Ada Powell,Beauxbatons,2005-02-22,10508.0
"597189",Kiana Blackburn,Slyth,1990-11-08,22446.0
"406864",Sidney Chapman,HUFFLEPUFF,1985-12-11,28797.0
"625767",Pierce Salinas,Blue,1974-05-27,25146.0
"880818",Cherish Hammond,Hufflepuff,1966-04-13,961.0
"47055",Alejandro Villanueva,RA,1990-02-02,42412.0
"509934",Angelina Jimenez,Hufflepuff,1960-11-03,36251.0
"113651",Hayden Fry,HU,1954-09-07,38920.0
"399515",Justice Leon,Red,1982-08-22,31808.0
"881418",Alana Jacobs,Snape,1956-10-27,4465.0
"742664",Blake Anthony,Slytherin,1958-05-23,20091.0
"865306",Ali Patterson,N/A,1965-10-14,4395.0
"101970",Jaslyn Lara,Ravenclaw,2011-03-25,30437.0
"98683",Cherish Crosby,GR,1973-10-21,16132.0
"151894",Alisson Gonzalez,Mahoutokoro,2010-05-30,3385.0
"995632",Carmelo Browning,Ravenclaw,1981-02-22,27130.0
"493749",Raelynn Vasquez,.,2004-01-25,44840.0
"243816",Brenton Woods,GR,1997-07-01,9797.0
"343623",Santiago Sparks,Mahoutokoro,2008-09-24,36310.0
"552392",Tate Hunt,"",1997-03-02,23707.0
"347638",Sonia Forbes,SLYTHERIN,1987-04-23,30908.0
"667381",Jaden Key,SL,1968-10-03,24427.0
"051392",Max Buchanan,House,2011-03-01,10168.0
"869718",Eugene Macias,Slyth,1992-09-03,18041.0
"025856",Emmanuel Austin,GRYFFINDOR,1955-06-06,36239.0
"614563",Erika Knapp,Durmstrang,1964-10-27,17195.0
"497325",Alexia Mcintyre,Wampus(Ilvermorny),1970-05-26,24301.0
"334905",Zayne Wu, ,1985-06-08,45825.0
"222058",Case Petersen,gryf,1961-04-11,37552.0
"802445",Aylin Madden,Green,2013-03-14,32344.0
"87006",Victoria Mclean,RAVENCLAW,1963-12-20,26747.0
"774074",Carlo Benton,Slytherin,1956-09-09,35380.0
"991742",Evan Watkins,Wampus(Ilvermorny),2007-07-16,760.0
"76883",Parker Gamble,Yellow,1971-07-08,20278.0
"019779",Carissa Russell,HUFFLEPUFF,2013-06-06,48026.0
"822692",Lauren Richardson,Hufflepuff,1965-07-26,28604.0
"608885",Roderick Mccall,RAVENCLAW,1993-07-15,20272.0
"562267",Allen Boone,Beauxbatons,1997-12-23,39677.0
"548440",Nathanael Paul,Ravenclaw,1956-10-14,37749.0
"539772",Deandre Robertson,ravenclaw,1966-07-16,44764.0
"666886",Adan Velasquez,RA,1972-04-27,17105.0
"825503",Raiden Gibson,Hufflepuff,2002-01-25,23163.0
"264502",Londyn Ross,HUFFLEPUFF,2000-12-19,35771.0
"835773",Edwin Caldwell,N/A,1984-12-03,39194.0
"457246",Kian Arroyo,HUflepluff,1993-10-25,1400.0
"877178",Dean Cox,gryffindor,1976-10-05,20311.0
"578653",Hailie Riley,Gryffindor,1984-06-26,39100.0
"290804",Pablo Wang,gryffindor,1985-03-12,10328.0
"343018",Joe Newman,Koldovstoretz,1974-05-18,21388.0
"796082",Rey Gonzales,"",1983-01-22,10719.0
"526241",Josie Decker,Beauxbatons,1986-12-15,33004.0
"299079",Santos Cherry,SL,1993-01-06,5907.0
"576992",Karli Acevedo,HUFFLE,2010-04-08,43467.0
"106225",Tyrone Durham,Hufflepuff,2005-07-07,21794.0
"687998",Karli Bullock,HU,1992-08-09,16657.0
"962626",Memphis Hawkins,Slytherin,1997-06-04,29144.0
"382145",Amanda King,RAVENCLAW,1978-09-16,42108.0
"890955",Laney Luna,Lions,1974-12-30,24191.0
"292100",Maverick Bond,Slyth,2011-11-03,34865.0
"378357",Audrina Baird,Gryffindor,1994-07-15,40751.0
"443177",Christopher Copeland,Slyth,1966-01-26,49976.0
"899027",Shaylee Burton,HU,1967-09-08,47971.0
"300338",Dahlia Morales,SLYTHERIN,1971-03-06,30788.0
"358717",Laci Ferrell,GR,1965-11-29,35006.0
"783199",Ahmad Walters,RAVENCLAW,1990-01-05,11104.0
"412756",Aydan Hurst,Durmstrang,1996-02-08,48603.0
"172577",Deangelo Davies,SLYTHERIN,2011-06-14,39592.0
"579714",Mikayla Miles,Hufflepuff,1997-07-20,1986.0
"002829",Ashlynn Ramsey,Ravenclaw,1967-05-17,39778.0
"786117",Elena Wilkerson,RAVENCLAW,1983-12-01,34255.0
"437888",Leia Perry,Beauxbatons,1976-12-23,16758.0
"752808",Jaylin Rocha,Yellow,1965-07-30,11710.0
"523447",Dayton Nicholson,HUFFLEPUFF,2013-04-17,25017.0
"681084",Gabrielle Nash,RAVENCLAW,2002-09-03,17079.0
"993074",Lana Klein,Blue,1955-09-11,7902.0
"921877",Taylor Burnett,gryfindor,2009-12-01,32026.0
"466318",Sandra Velazquez,Gr,2005-11-14,35679.0
"407068",Salma Calderon,RAVENCLAW,1999-12-29,14548.0
"882603",Ayana Kirk,SLYTHERIN,2005-10-30,27774.0
"708846",Jaylan Cowan,RA,1970-05-10,15949.0
"329540",Killian Carr,Red,1958-08-14,665.0
"063685",Kierra Wiggins, ,1992-12-01,43459.0
"000467",Isla Woodward,Red,2012-09-23,30723.0
"707413",Blaine Buckley,Gryffindor,1964-01-21,30691.0
"469973",Jax Donovan,SLYTHERIN,2004-07-05,47940.0
"581319",Giovanni Mathews,RA,1971-03-23,38313.0
"116957",Sullivan Williams,RA,1961-12-10,14172.0
"546968",Hector Garcia,Beauxbatons,2012-11-06,16181.0
"548989",Kaya Vance,Snakes,1981-01-15,2743.0
"09452",Wilson Bonilla,RAVENCLAW,1996-02-05,22617.0
"527325",Laila Murillo,gryf,1972-11-15,24122.0
"68388",Cordell Watts,House,1973-04-09,13583.0
"361092",Zackary Cuevas,Hufflepuff,2005-12-18,28701.0
"340527",Dayanara Eaton,Gryffindor,2008-02-17,8683.0
"848276",Quentin French,Beauxbatons,1983-05-15,26812.0
"735935",Ace Cardenas,Lions,1967-09-14,24341.0
"764455",Zachery Bray,Castelobruxo,2010-09-07,42886.0
"852097",Janae Price,ravenclaw,1992-05-15,8809.0
"457936",Jamal Mccall,ravenclaw,1998-04-18,10234.0
"198660",Yurem Adams,Ravenclaw,2001-02-08,9475.0
"785304",Meadow Jarvis,Ravenclaw,1988-09-07,25443.0
"134465",Nikolai Kramer,Huffle,2009-01-01,27382.0
"020480",Tyrone Allen,Wampus(Ilvermorny),1971-11-17,8581.0
"383832",Brodie Conway,Gryffindor,1974-01-03,33068.0
"266182",Gilbert Townsend,Hufflepuff,1987-02-23,41301.0
"646584",Kelly Humphrey,SLYTHERIN,1983-03-06,47822.0
"422428",Kamila Brennan,GR,2008-06-09,29052.0
"551346",Haiden Benitez,GRYFFINDOR,1990-09-12,41789.0
"058477",Amaris Branch,Hufflepuff,1979-11-12,44640.0
"789690",Jayla Bennett,Ravenclaw,1968-08-14,27327.0
"838306",Lyric Dixon,HUflepluff,2006-11-21,7477.0
"518753",Fabian Merritt,G,1997-08-30,5246.0
"755589",Oscar Compton,Hufflepuff,1961-07-04,33315.0
"004818",Talon Hoover,Beauxbatons,2010-01-30,4410.0
"319007",Kira Sutton,"",1954-11-19,45297.0
"317054",Adalynn Morris,gryffindor,1965-06-30,12742.0
"383515",Ryleigh Ayers,Green,2005-04-13,1489.0
"129187",Alexa Leblanc,Hufflepuff,1973-10-18,5331.0
"990685",Abigail Gross,Gr,1954-09-19,15368.0
"36615",Marlie Valdez,SLYTHERIN,1982-12-26,11213.0
"034412",Isabell Daniel,N/A,1977-02-25,32757.0
"469430",Asia Boyer,raven,1981-02-05,36944.0
"202940",Deon Morgan,RAVENCLAW,1964-06-22,42882.0
"715206",Frankie Reese,SLYTHERIN,1985-04-11,48877.0
"251550",Ariel Lawson,RA,1976-07-13,1426.0
"447789",Charlotte Maxwell,gryffindor,1967-10-25,13204.0
"137186",Aisha Trujillo,Gryffindor,2008-09-05,20281.0
"934146",Spencer Fitzgerald,Ravenclaw,1987-06-16,27901.0
"567068",Jaida Farley,Hufflepuff,1996-11-05,19722.0
"963018",Cierra Marquez,.,1975-01-18,15173.0
"617394",Ariel Anthony,Beauxbatons,2006-12-23,24813.0
"345673",Javion Pearson,Horned Serpent(Ilvermorny),2013-04-06,33495.0
"25985",Lauryn Mann,HUflepluff,2001-10-30,31957.0
"73753",Stephany Day,N/A,2010-10-27,14466.0
"12880",Mira Wu,Slytherin,1993-08-23,46042.0
"995714",Trace Rice,Ilvermorny,1958-01-20,3866.0
"440946",Luca Pollard,gryfindor,1975-11-21,41587.0
"143039",Jaden Best,Green,2010-12-28,44461.0
"455625",Luis Stout,House,2005-08-20,30485.0
"261502",Camryn Pruitt,Jigglypuff,2006-04-27,5123.0
"871384",David Webster,"",1987-08-02,8179.0
"315941",Jovan Ballard,raven,1977-08-31,8074.0
"128127",Callie Ellison,H,1965-10-21,12049.0
"051313",Amina Barker,SL,1980-07-08,25459.0
"254554",Jamari Yates,Ravenclaw,2003-08-06,49701.0
"321147",Regina Irwin,gryf,2009-07-05,6680.0
"866836",Marina King,Thunderbird(Ilvermorny),1969-05-25,43496.0
"086286",Azaria Spencer,RA,1969-09-09,44753.0
"783791",Wayne Arroyo,R,2012-09-01,48519.0
"602986",Asa Mann,SL,2011-09-29,32562.0
"589718",Amelie Hampton,Slytherin,1980-03-12,13062.0
"165386",Melanie Garrison,Beauxbatons,2000-04-28,48202.0
"587994",Kenzie Gill,Gryffindor,1961-10-09,16848.0
"377064",Solomon Pearson,SL,1961-10-03,11369.0
"615248",Michaela Haas,Lions,1973-04-10,42438.0
"792613",Trey Daniel,HUflepluff,1998-03-15,38297.0
"237914",Glenn West,RA,1983-07-11,19030.0
"676052",Sarai Bonilla,Ravenclaw,1983-12-09,20148.0
"308582",Zara Steele,gryfindor,2003-02-08,38397.0
"283222",Myles Hansen,G,1976-10-30,4844.0
"892911",Riley Rojas,Yellow,1954-08-11,27710.0
"303262",Jasper Webster,Gr,2001-01-12,24099.0
"702160",Kamora Lawson,HUFFLEPUFF,2001-07-15,11631.0
"982320",Nolan Flynn,Slyth,1981-07-02,7538.0
"774500",Tyshawn Owens,N/A,2010-01-05,22835.0
"456783",Jay Becker,Yellow,1992-05-08,528.0
"127137",Nasir Mccall,Slytherin,1964-10-13,11998.0
"389576",Urijah Salas,Slyth,1964-03-05,6267.0
"285042",Romeo Maynard,Gryffindor,1977-08-22,10880.0
"200440",Dario Kline,ravenclaw,2004-07-13,46647.0
"516009",Kason Frye,RAVENCLAW,1977-04-10,5600.0
"593139",Ronin Bernard,HUFFLE,2006-07-11,4964.0
